order_id,household_id,shipper_id,name,order_date,status
39,56,79,"Mauris sit amet eros.",2021-08-10,Delivering
40,364,26,"Suspendisse accumsan tortor quis turpis.",2021-09-30,Rejected
41,671,52,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",2021-09-16,Rejected
42,451,180,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",2021-07-10,Delivering
43,343,136,"Nulla ut erat id mauris vulputate elementum.",2021-10-07,Closed
44,862,174,"In quis justo.",2021-07-28,New
45,59,109,"In hac habitasse platea dictumst.",2021-09-05,Accepted
46,674,160,"Integer ac neque.",2021-08-07,Accepted
47,225,125,"Pellentesque eget nunc.",2021-07-20,Accepted
48,955,192,"Nulla ut erat id mauris vulputate elementum.",2021-10-15,New
49,820,134,"Integer a nibh.",2021-10-08,Accepted
50,694,44,"Curabitur gravida nisi at nibh.",2021-08-05,Accepted
51,402,105,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",2021-08-22,Closed
52,515,197,"Nullam sit amet turpis elementum ligula vehicula consequat.",2021-07-31,Rejected
53,168,188,"Ut tellus.",2021-09-02,Delivering
54,681,85,"Donec semper sapien a libero.",2021-07-03,New
55,297,173,"In congue.",2021-10-16,Closed
56,147,111,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",2021-09-07,Rejected
57,840,92,"Maecenas ut massa quis augue luctus tincidunt.",2021-08-19,Accepted
58,4,39,"Etiam vel augue.",2021-08-21,Rejected
59,79,176,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",2021-10-05,New
60,519,35,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2021-08-13,Closed
61,514,26,"Suspendisse accumsan tortor quis turpis.",2021-07-13,Delivering
62,32,114,"Nulla justo.",2021-07-09,Closed
63,211,33,"Vivamus vestibulum sagittis sapien.",2021-08-17,Rejected
64,839,43,"Suspendisse potenti.",2021-07-16,Accepted
65,930,164,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",2021-08-13,Accepted
66,887,39,"Nullam molestie nibh in lectus.",2021-07-24,Accepted
67,797,77,"Phasellus in felis.",2021-07-11,Closed
68,775,39,"Sed ante.",2021-09-11,Closed
69,685,75,"In eleifend quam a odio.",2021-07-03,Accepted
70,629,7,"Duis bibendum.",2021-10-14,Closed
71,455,38,"Nulla ac enim.",2021-07-30,Delivering
72,53,95,"Quisque ut erat.",2021-09-25,New
73,148,171,"Nulla suscipit ligula in lacus.",2021-08-09,Closed
74,605,137,"Nam nulla.",2021-10-04,New
75,830,79,"Aliquam sit amet diam in magna bibendum imperdiet.",2021-09-06,Rejected
76,402,189,"Cras in purus eu magna vulputate luctus.",2021-10-01,Delivering
77,903,175,"Aenean fermentum.",2021-10-11,New
78,725,94,"Suspendisse accumsan tortor quis turpis.",2021-08-26,Closed
79,307,85,"Nunc rhoncus dui vel sem.",2021-09-04,Rejected
80,580,147,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",2021-07-01,Accepted
81,224,26,"Pellentesque viverra pede ac diam.",2021-07-03,Closed
82,705,162,"Nulla nisl.",2021-08-11,New
83,188,37,"Sed sagittis.",2021-08-24,Closed
84,861,43,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",2021-07-22,Accepted
85,591,179,"Nulla suscipit ligula in lacus.",2021-09-22,New
86,638,173,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",2021-08-28,Closed
87,529,164,"Quisque porta volutpat erat.",2021-10-21,Delivering
88,286,142,"Praesent blandit lacinia erat.",2021-09-21,Rejected
89,965,162,"Aliquam sit amet diam in magna bibendum imperdiet.",2021-09-22,Delivering
90,574,180,"Curabitur at ipsum ac tellus semper interdum.",2021-08-06,Closed
91,397,66,"Aliquam quis turpis eget elit sodales scelerisque.",2021-07-22,Rejected
92,142,161,"Nam nulla.",2021-07-24,Delivering
93,815,57,"In hac habitasse platea dictumst.",2021-09-24,Delivering
94,420,127,"Nulla ac enim.",2021-08-05,Accepted
95,357,53,"Duis at velit eu est congue elementum.",2021-08-21,Accepted
96,575,96,"Curabitur gravida nisi at nibh.",2021-08-04,Accepted
97,111,176,"Maecenas ut massa quis augue luctus tincidunt.",2021-09-07,Accepted
98,987,127,"Mauris lacinia sapien quis libero.",2021-10-19,Accepted
99,133,111,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",2021-10-21,Delivering
100,441,27,"Praesent blandit lacinia erat.",2021-09-02,Delivering
101,329,78,"Integer a nibh.",2021-07-28,Delivering
102,818,171,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",2021-07-07,Rejected
103,442,194,"Sed vel enim sit amet nunc viverra dapibus.",2021-08-24,Rejected
104,305,32,"Duis ac nibh.",2021-10-13,Delivering
105,582,173,"Donec vitae nisi.",2021-09-19,Rejected
106,406,53,"Proin risus.",2021-10-18,New
107,751,157,"In blandit ultrices enim.",2021-07-18,Delivering
108,737,48,"Proin risus.",2021-08-03,Accepted
109,431,149,"In quis justo.",2021-07-29,Delivering
110,502,147,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",2021-09-25,Rejected
111,470,190,"Nullam sit amet turpis elementum ligula vehicula consequat.",2021-08-11,Accepted
112,346,71,"Aliquam sit amet diam in magna bibendum imperdiet.",2021-08-21,Closed
113,665,169,"Curabitur at ipsum ac tellus semper interdum.",2021-10-11,Accepted
114,110,9,"Etiam pretium iaculis justo.",2021-09-16,Accepted
115,769,42,"Fusce posuere felis sed lacus.",2021-09-18,Accepted
116,959,75,"Integer tincidunt ante vel ipsum.",2021-09-18,Delivering
117,927,141,"Suspendisse accumsan tortor quis turpis.",2021-07-08,Accepted
118,503,93,"Maecenas pulvinar lobortis est.",2021-10-13,Delivering
119,418,197,"In hac habitasse platea dictumst.",2021-08-11,New
120,633,93,"Nunc purus.",2021-09-28,Closed
121,532,164,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",2021-07-28,Rejected
122,765,146,"Aenean fermentum.",2021-08-19,Rejected
123,725,65,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",2021-08-02,New
124,722,9,"Integer a nibh.",2021-07-06,Delivering
125,33,146,"Sed accumsan felis.",2021-09-10,Delivering
126,623,185,"Quisque id justo sit amet sapien dignissim vestibulum.",2021-10-07,Rejected
127,84,35,"Duis at velit eu est congue elementum.",2021-08-26,Accepted
128,181,28,"Integer tincidunt ante vel ipsum.",2021-07-13,New
129,862,173,"Mauris lacinia sapien quis libero.",2021-07-30,Accepted
130,141,157,"Suspendisse accumsan tortor quis turpis.",2021-07-01,Accepted
131,418,22,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",2021-07-14,New
132,124,80,"Sed accumsan felis.",2021-07-12,Delivering
133,41,85,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",2021-10-18,Accepted
134,375,194,"Curabitur in libero ut massa volutpat convallis.",2021-07-20,Closed
135,838,26,"Cras in purus eu magna vulputate luctus.",2021-09-11,Closed
136,277,64,"Aliquam quis turpis eget elit sodales scelerisque.",2021-10-17,Closed
137,714,13,"Nulla facilisi.",2021-08-02,Rejected
138,607,198,"Integer ac neque.",2021-10-07,Rejected
139,562,167,"In hac habitasse platea dictumst.",2021-09-26,Closed
140,816,178,"Ut at dolor quis odio consequat varius.",2021-10-01,Delivering
141,16,72,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2021-09-28,New
142,410,54,"Nulla justo.",2021-07-26,New
143,684,130,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2021-10-12,New
144,675,176,"Proin interdum mauris non ligula pellentesque ultrices.",2021-09-13,Closed
145,647,194,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",2021-08-02,New
146,111,135,"Maecenas rhoncus aliquam lacus.",2021-09-18,Rejected
147,686,145,"Nullam porttitor lacus at turpis.",2021-08-18,Accepted
148,608,68,"Vivamus vel nulla eget eros elementum pellentesque.",2021-07-17,Rejected
149,402,131,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",2021-07-11,Rejected
150,750,168,"Nam tristique tortor eu pede.",2021-10-10,Rejected
151,80,197,"Aenean sit amet justo.",2021-09-11,Closed
152,124,103,"Cras in purus eu magna vulputate luctus.",2021-08-08,Closed
153,781,93,"Morbi non quam nec dui luctus rutrum.",2021-08-18,New
154,103,91,"Curabitur convallis.",2021-09-29,Accepted
155,56,118,"Proin eu mi.",2021-09-01,Rejected
156,19,143,"Fusce consequat.",2021-07-19,Delivering
157,275,46,"Maecenas pulvinar lobortis est.",2021-08-26,Closed
158,418,183,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2021-10-11,Rejected
159,887,97,"Mauris sit amet eros.",2021-08-28,Delivering
160,364,84,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",2021-10-16,New
161,858,83,"Proin interdum mauris non ligula pellentesque ultrices.",2021-08-26,Accepted
162,29,185,"Morbi quis tortor id nulla ultrices aliquet.",2021-09-09,Accepted
163,172,191,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",2021-10-16,Rejected
164,339,111,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",2021-09-30,Rejected
165,137,93,"Nulla tellus.",2021-09-25,New
166,654,64,"Duis consequat dui nec nisi volutpat eleifend.",2021-10-11,Accepted
167,456,89,"Quisque id justo sit amet sapien dignissim vestibulum.",2021-10-03,Accepted
168,181,54,"Pellentesque ultrices mattis odio.",2021-08-22,Closed
169,341,96,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",2021-10-07,New
170,622,2,"Donec semper sapien a libero.",2021-08-18,Rejected
171,579,148,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",2021-10-16,Delivering
172,403,55,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",2021-10-15,Rejected
173,916,115,"Phasellus sit amet erat.",2021-07-12,Closed
174,519,193,"Nulla nisl.",2021-09-26,Delivering
175,332,28,"Maecenas ut massa quis augue luctus tincidunt.",2021-10-13,Accepted
176,496,57,"Suspendisse potenti.",2021-07-24,Rejected
177,419,10,"Integer ac neque.",2021-09-28,Rejected
178,140,107,"Morbi ut odio.",2021-10-23,Delivering
179,366,52,"In blandit ultrices enim.",2021-07-16,New
180,431,149,"Nulla ut erat id mauris vulputate elementum.",2021-07-16,Accepted
181,912,185,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2021-08-24,New
182,84,7,"In blandit ultrices enim.",2021-07-03,Accepted
183,300,79,"Duis aliquam convallis nunc.",2021-08-07,New
184,800,78,"Nullam sit amet turpis elementum ligula vehicula consequat.",2021-10-21,Closed
185,715,124,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",2021-10-13,Closed
186,283,195,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",2021-07-01,Rejected
187,824,128,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",2021-07-31,Closed
188,565,111,"Praesent lectus.",2021-09-08,Delivering
189,439,91,"Proin at turpis a pede posuere nonummy.",2021-09-15,Delivering
190,574,58,"Vestibulum ac est lacinia nisi venenatis tristique.",2021-08-22,New
191,185,32,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",2021-09-18,Closed
192,143,112,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",2021-08-12,New
193,550,30,"Cras pellentesque volutpat dui.",2021-09-20,Closed
194,868,144,"Etiam faucibus cursus urna.",2021-08-08,Delivering
195,202,100,"Donec posuere metus vitae ipsum.",2021-10-10,Delivering
196,665,13,"Nulla suscipit ligula in lacus.",2021-10-05,Accepted
197,160,108,"Cras in purus eu magna vulputate luctus.",2021-07-10,New
198,553,148,"Pellentesque ultrices mattis odio.",2021-10-13,Delivering
199,593,101,"In hac habitasse platea dictumst.",2021-07-04,Accepted
200,915,112,"Vivamus in felis eu sapien cursus vestibulum.",2021-09-01,Closed
201,112,132,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",2021-07-14,Rejected
202,801,26,"Etiam faucibus cursus urna.",2021-07-20,New
203,526,169,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2021-10-23,Closed
204,49,129,"Nulla mollis molestie lorem.",2021-09-01,Closed
205,743,195,"Pellentesque viverra pede ac diam.",2021-10-16,Closed
206,382,114,"In hac habitasse platea dictumst.",2021-08-03,New
207,831,19,"Fusce consequat.",2021-09-11,New
208,313,128,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",2021-08-19,Accepted
209,602,70,"Nulla justo.",2021-09-20,Accepted
210,879,97,"Donec ut mauris eget massa tempor convallis.",2021-08-16,Accepted
211,559,170,"Aliquam erat volutpat.",2021-09-11,Closed
212,327,54,"Quisque porta volutpat erat.",2021-07-15,New
213,156,188,"Vivamus in felis eu sapien cursus vestibulum.",2021-08-21,Delivering
214,384,45,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",2021-07-05,Delivering
215,484,149,"Nulla ut erat id mauris vulputate elementum.",2021-09-15,Closed
216,621,119,"Cras non velit nec nisi vulputate nonummy.",2021-07-04,New
217,190,200,"Nam dui.",2021-10-19,Accepted
218,574,139,"Curabitur convallis.",2021-10-22,Rejected
219,239,61,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",2021-07-30,Closed
220,485,56,"Pellentesque eget nunc.",2021-07-22,Rejected
221,332,60,"Pellentesque at nulla.",2021-09-17,Accepted
222,88,59,"Morbi non quam nec dui luctus rutrum.",2021-09-26,Accepted
223,924,106,"Phasellus sit amet erat.",2021-08-22,Rejected
224,884,104,"Sed accumsan felis.",2021-08-20,Delivering
225,361,192,"Suspendisse potenti.",2021-10-17,Rejected
226,204,8,"Suspendisse accumsan tortor quis turpis.",2021-09-29,Delivering
227,403,76,"Maecenas tincidunt lacus at velit.",2021-08-06,New
228,512,52,"Etiam faucibus cursus urna.",2021-07-08,New
229,495,27,"Sed ante.",2021-08-15,Accepted
230,765,166,"Pellentesque eget nunc.",2021-08-26,New
231,760,3,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",2021-10-17,Rejected
232,549,65,"Duis mattis egestas metus.",2021-09-19,Rejected
233,305,97,"Phasellus id sapien in sapien iaculis congue.",2021-09-19,New
234,102,136,"Aenean sit amet justo.",2021-09-24,Delivering
235,491,12,"Vestibulum sed magna at nunc commodo placerat.",2021-10-15,Delivering
236,39,186,"Aliquam non mauris.",2021-10-20,Accepted
237,580,123,"Aliquam erat volutpat.",2021-08-20,New
238,756,12,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",2021-09-08,Accepted
239,809,40,"Quisque ut erat.",2021-09-16,Closed
240,828,194,"Donec posuere metus vitae ipsum.",2021-08-14,Accepted
241,328,159,"Maecenas tincidunt lacus at velit.",2021-07-11,Closed
242,254,123,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",2021-09-09,New
243,940,22,"Nam dui.",2021-10-05,New
244,613,106,"Sed vel enim sit amet nunc viverra dapibus.",2021-08-12,Delivering
245,292,71,"Vivamus in felis eu sapien cursus vestibulum.",2021-10-14,Closed
246,920,54,"Morbi quis tortor id nulla ultrices aliquet.",2021-10-07,Delivering
247,918,54,"Donec vitae nisi.",2021-07-21,Rejected
248,69,58,"Duis bibendum.",2021-08-04,Rejected
249,46,52,"Mauris sit amet eros.",2021-09-14,Accepted
250,196,147,"Quisque porta volutpat erat.",2021-10-19,Rejected
251,980,38,"Quisque id justo sit amet sapien dignissim vestibulum.",2021-08-25,Rejected
252,676,33,"Morbi porttitor lorem id ligula.",2021-08-23,Rejected
253,845,52,"Maecenas rhoncus aliquam lacus.",2021-09-11,Closed
254,687,44,"Donec ut mauris eget massa tempor convallis.",2021-08-24,Delivering
255,369,103,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",2021-08-17,Delivering
256,575,67,"Suspendisse potenti.",2021-10-21,Rejected
257,869,51,"In congue.",2021-07-16,Delivering
258,157,55,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",2021-09-12,Delivering
259,773,79,"Pellentesque at nulla.",2021-07-04,Rejected
260,3,18,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",2021-08-20,Rejected
261,205,7,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2021-09-06,Rejected
262,99,138,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",2021-09-20,Rejected
263,53,29,"Aliquam non mauris.",2021-10-04,New
264,966,46,"Duis ac nibh.",2021-08-24,Rejected
265,209,137,"Aenean fermentum.",2021-07-24,New
266,365,130,"Nullam porttitor lacus at turpis.",2021-08-26,Closed
267,106,37,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2021-09-20,Closed
268,19,23,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2021-09-09,Delivering
269,908,52,"Fusce consequat.",2021-07-01,Accepted
270,981,7,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",2021-07-11,Delivering
271,479,79,"Pellentesque eget nunc.",2021-09-27,New
272,872,41,"Morbi vel lectus in quam fringilla rhoncus.",2021-08-18,Rejected
273,327,79,"Aliquam quis turpis eget elit sodales scelerisque.",2021-10-03,New
274,367,170,"Aenean auctor gravida sem.",2021-08-19,Rejected
275,462,147,"Integer ac neque.",2021-08-12,Accepted
276,703,16,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2021-10-17,New
277,173,12,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",2021-09-26,Delivering
278,807,118,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",2021-07-03,Rejected
279,318,63,"Pellentesque at nulla.",2021-09-16,New
280,721,114,"Quisque id justo sit amet sapien dignissim vestibulum.",2021-10-03,New
281,858,99,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",2021-08-16,Rejected
282,347,95,"Nulla tellus.",2021-07-09,Closed
283,346,186,"Curabitur gravida nisi at nibh.",2021-09-23,Closed
284,445,196,"Suspendisse potenti.",2021-07-10,Closed
285,216,140,"Nunc purus.",2021-08-04,New
286,377,44,"Curabitur at ipsum ac tellus semper interdum.",2021-07-29,Accepted
287,944,28,"Integer a nibh.",2021-08-22,Rejected
288,529,58,"In blandit ultrices enim.",2021-09-08,New
289,931,195,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",2021-10-16,Closed
290,762,42,"Etiam vel augue.",2021-08-28,Delivering
291,824,138,"Duis aliquam convallis nunc.",2021-10-15,Closed
292,648,5,"In eleifend quam a odio.",2021-07-27,Rejected
293,418,61,"Morbi ut odio.",2021-08-14,New
294,335,158,"Quisque porta volutpat erat.",2021-10-16,New
295,863,45,"Nulla ut erat id mauris vulputate elementum.",2021-08-27,Accepted
296,444,85,"Duis mattis egestas metus.",2021-07-10,Delivering
297,971,159,"Pellentesque at nulla.",2021-08-08,Closed
298,981,60,"Praesent lectus.",2021-07-29,Delivering
299,188,39,"Vivamus vel nulla eget eros elementum pellentesque.",2021-08-23,Delivering
300,354,70,"Donec dapibus.",2021-08-03,Delivering
301,672,132,"Donec vitae nisi.",2021-07-05,New
302,240,180,"Nunc rhoncus dui vel sem.",2021-08-29,Closed
303,245,147,"Maecenas rhoncus aliquam lacus.",2021-10-05,Delivering
304,933,124,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",2021-09-29,Delivering
305,686,74,"Pellentesque eget nunc.",2021-09-05,Closed
306,917,135,"Sed vel enim sit amet nunc viverra dapibus.",2021-08-28,Rejected
307,393,149,"Pellentesque eget nunc.",2021-07-29,Accepted
308,319,87,"Proin interdum mauris non ligula pellentesque ultrices.",2021-07-20,Closed
309,670,152,"In hac habitasse platea dictumst.",2021-10-22,Closed
310,778,115,"Mauris ullamcorper purus sit amet nulla.",2021-07-07,Accepted
311,137,161,"Suspendisse potenti.",2021-10-17,Delivering
312,352,11,"In sagittis dui vel nisl.",2021-08-25,New
313,175,187,"Curabitur gravida nisi at nibh.",2021-07-12,Closed
314,570,112,"Donec posuere metus vitae ipsum.",2021-10-11,Closed
315,533,161,"Donec ut dolor.",2021-09-29,Delivering
316,483,139,"Duis bibendum.",2021-10-09,New
317,841,60,"Phasellus sit amet erat.",2021-08-22,New
318,692,118,"Pellentesque eget nunc.",2021-08-15,Delivering
319,1,198,"Donec quis orci eget orci vehicula condimentum.",2021-07-17,Accepted
320,568,172,"Quisque id justo sit amet sapien dignissim vestibulum.",2021-07-11,Rejected
321,919,121,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2021-08-01,Closed
322,193,22,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",2021-08-04,New
323,728,124,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2021-08-16,Closed
324,61,131,"Morbi quis tortor id nulla ultrices aliquet.",2021-09-29,Closed
325,510,136,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2021-10-07,New
326,21,135,"In hac habitasse platea dictumst.",2021-07-17,Rejected
327,910,142,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",2021-07-15,New
328,492,168,"Morbi vel lectus in quam fringilla rhoncus.",2021-09-25,Rejected
329,535,161,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",2021-07-01,Rejected
330,452,96,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",2021-07-24,Delivering
331,482,194,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2021-09-07,Rejected
332,356,134,"Suspendisse ornare consequat lectus.",2021-10-12,Closed
333,755,106,"Donec posuere metus vitae ipsum.",2021-10-15,Delivering
334,232,199,"Aenean fermentum.",2021-09-02,Delivering
335,465,94,"Duis bibendum.",2021-08-29,Accepted
336,522,66,"Duis at velit eu est congue elementum.",2021-09-24,Rejected
337,268,75,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",2021-10-18,Delivering
338,304,70,"Morbi non quam nec dui luctus rutrum.",2021-08-30,Delivering
339,620,170,"Maecenas tincidunt lacus at velit.",2021-09-11,New
340,796,67,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",2021-08-05,New
341,144,168,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2021-09-06,New
342,169,172,"Donec semper sapien a libero.",2021-08-14,Closed
343,444,183,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",2021-08-15,New
344,83,118,"Integer tincidunt ante vel ipsum.",2021-08-03,Rejected
345,363,5,"Aenean auctor gravida sem.",2021-07-25,New
346,653,2,"Nulla ac enim.",2021-08-16,Rejected
347,251,17,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",2021-07-17,Delivering
348,822,177,"Donec ut mauris eget massa tempor convallis.",2021-07-14,Accepted
349,348,66,"Praesent blandit.",2021-10-04,Delivering
350,437,140,"Aliquam quis turpis eget elit sodales scelerisque.",2021-07-27,Delivering
351,427,41,"Integer tincidunt ante vel ipsum.",2021-09-27,Delivering
352,565,142,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",2021-08-28,Closed
353,126,36,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",2021-08-09,Delivering
354,294,113,"Maecenas tincidunt lacus at velit.",2021-09-05,New
355,640,85,"Proin risus.",2021-07-25,Closed
356,343,13,"Donec ut mauris eget massa tempor convallis.",2021-09-23,Closed
357,11,116,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",2021-08-06,Delivering
358,725,128,"Nulla facilisi.",2021-07-09,Accepted
